"ID","IdPlayerTypes","IdSkillListing","Description"
"4537","649","26","Champion Grim Dauntless"
"4538","650","44","Fallback-Champion Grim Loner"
"4539","650","36","Fallback-Champion Grim Frenzy"
"4540","650","30","Fallback-Champion Grim Block"
"4541","650","70","Fallback-Champion Grim MultipleBlock"
"4542","650","63","Fallback-Champion Grim TSkull"
"4543","650","26","Fallback-Champion Grim Dauntless"
"4544","651","44","Champion Grotty Loner"
"4545","651","7","Champion Grotty Dodge"
"4546","651","52","Champion Grotty Right Stuff"
"4547","651","59","Champion Grotty Stunty"
"4548","652","44","Fallback-Champion Grotty Loner"
"4549","652","7","Fallback-Champion Grotty Dodge"
"4550","652","52","Fallback-Champion Grotty Right Stuff"
"4551","652","59","Fallback-Champion Grotty Stunty"
"4552","653","44","Hack Enslash - Loner"
"4553","653","25","Hack Enslash - Chainsaw"
"4554","653","19","Hack Enslash - Regeneration"
"4555","653","54","Hack Enslash - Secret Weapon"
"4556","653","56","Hack Enslash - Side Step"
"4557","654","44","Fallback-Hack Enslash - Loner"
"4558","654","25","Fallback-Hack Enslash - Chainsaw"
"4559","654","19","Fallback-Hack Enslash - Regeneration"
"4560","654","54","Fallback-Hack Enslash - Secret Weapon"
"4561","654","56","Fallback-Hack Enslash - Side Step"
"4562","655","44","Champion Hakflem Skuttlespike Loner"
"4563","655","7","Champion Hakflem Skuttlespike Dodge"
"4564","655","12","Champion Hakflem Skuttlespike Extra Arms"
"4565","655","49","Champion Hakflem Skuttlespike Prehensile Tail"
"4566","655","16","Champion Hakflem Skuttlespike Two Heads"
"4567","656","44","Fallback-Champion Hakflem Skuttlespike Loner"
"4568","656","7","Fallback-Champion Hakflem Skuttlespike Dodge"
"4569","656","12","Fallback-Champion Hakflem Skuttlespike Extra Arms"
"4570","656","49","Fallback-Champion Hakflem Skuttlespike Prehensile Tail"
"4571","656","16","Fallback-Champion Hakflem Skuttlespike Two Heads"
"4572","657","44","Champion HeadSpliter Loner"
"4573","657","36","Champion HeadSpliter Frenzy"
"4574","657","13","Champion HeadSpliter MBlow"
"4575","657","49","Champion HeadSpliter Prehensile"
"4576","658","44","Fallback-Champion HeadSpliter Loner"
"4577","658","36","Fallback-Champion HeadSpliter Frenzy"
"4578","658","13","Fallback-Champion HeadSpliter MBlow"
"4579","658","49","Fallback-Champion HeadSpliter Prehensile"
"4580","659","44","Helmut Wulf - Loner"
"4581","659","25","Helmut Wulf - Chainsaw"
"4582","659","54","Helmut Wulf - Secret Weapon"
"4583","659","17","Helmut Wulf - Stand Firm"
"4584","660","44","Fallback-Helmut Wulf - Loner"
"4585","660","25","Fallback-Helmut Wulf - Chainsaw"
"4586","660","54","Fallback-Helmut Wulf - Secret Weapon"
"4587","660","17","Fallback-Helmut Wulf - Stand Firm"
"4588","661","44","Champion Hemlock Loner"
"4589","661","30","Champion Hemlock Block"
"4590","661","7","Champion Hemlock Dodge"
"4591","661","56","Champion Hemlock Side Step"
"4592","661","41","Champion Hemlock Jump Up"
"4593","661","77","Champion Hemlock Stab"
"4594","661","59","Champion Hemlock Stunty"
"4595","662","44","Fallback-Champion Hemlock Loner"
"4596","662","30","Fallback-Champion Hemlock Block"
"4597","662","7","Fallback-Champion Hemlock Dodge"
"4598","662","56","Fallback-Champion Hemlock Side Step"
"4599","662","41","Fallback-Champion Hemlock Jump Up"
"4600","662","77","Fallback-Champion Hemlock Stab"
"4601","662","59","Fallback-Champion Hemlock Stunty"
"4602","663","44","Champion Horkon"
"4603","663","7","Champion Horkon"
"4604","663","11","Champion Horkon"
"4605","663","70","Champion Horkon"
"4606","663","55","Champion Horkon"
"4607","663","77","Champion Horkon"
"4608","664","44","Fallback-Champion Horkon"
"4609","664","7","Fallback-Champion Horkon"
"4610","664","11","Fallback-Champion Horkon"
"4611","664","70","Fallback-Champion Horkon"
"4612","664","55","Fallback-Champion Horkon"
"4613","664","77","Fallback-Champion Horkon"
"4614","665","44","Hthark the Unstoppable - Loner"
"4615","665","30","Hthark the Unstoppable - Block"
"4616","665","22","Hthark the Unstoppable - Break Tackle"
"4617","665","40","Hthark the Unstoppable - Juggernaut"
"4618","665","8","Hthark the Unstoppable - Sprint"
"4619","665","60","Hthark the Unstoppable - Sure Feet"
"4620","665","63","Hthark the Unstoppable - Thick Skull"
"4621","666","44","Fallback-Hthark the Unstoppable - Loner"
"4622","666","30","Fallback-Hthark the Unstoppable - Block"
"4623","666","22","Fallback-Hthark the Unstoppable - Break Tackle"
"4624","666","40","Fallback-Hthark the Unstoppable - Juggernaut"
"4625","666","8","Fallback-Hthark the Unstoppable - Sprint"
"4626","666","60","Fallback-Hthark the Unstoppable - Sure Feet"
"4627","666","63","Fallback-Hthark the Unstoppable - Thick Skull"
"4628","667","44","Champion Hubris Rakarth Loner"
"4629","667","30","Champion Hubris Rakarth Block"
"4630","667","27","Champion Hubris Rakarth Dirty Player"
"4631","667","41","Champion Hubris Rakarth Jump Up"
"4632","667","13","Champion Hubris Rakarth Mighty Blow"
"4633","667","1","Champion Hubris Rakarth Strip Ball"
"4634","668","44","Fallback-Champion Hubris Rakarth Loner"
"4635","668","30","Fallback-Champion Hubris Rakarth Block"
"4636","668","27","Fallback-Champion Hubris Rakarth Dirty Player"
"4637","668","41","Fallback-Champion Hubris Rakarth Jump Up"
"4638","668","13","Fallback-Champion Hubris Rakarth Mighty Blow"
"4639","668","1","Fallback-Champion Hubris Rakarth Strip Ball"
"4640","669","44","Humerus Carpal - Loner"
"4641","669","6","Humerus Carpal - Catch"
"4642","669","7","Humerus Carpal - Dodge"
"4643","669","19","Humerus Carpal - Regeneration"
"4644","669","45","Humerus Carpal - Nerves of Steel"
"4645","670","44","Fallback-Humerus Carpal - Loner"
"4646","670","6","Fallback-Humerus Carpal - Catch"
"4647","670","7","Fallback-Humerus Carpal - Dodge"
"4648","670","19","Fallback-Humerus Carpal - Regeneration"
"4649","670","45","Fallback-Humerus Carpal - Nerves of Steel"
"4650","671","44","Champion Hammerblow Loner"
"4651","671","75","Champion Hammerblow Claws"
"4652","671","33","Champion Hammerblow DisturbingPresence"
"4653","671","36","Champion Hammerblow Frenzy"
"4654","671","19","Champion Hammerblow Regeneration"
"4655","671","63","Champion Hammerblow ThickSkull"
"4656","672","44","Fallback-Champion Hammerblow Loner"
"4657","672","75","Fallback-Champion Hammerblow Claws"
"4658","672","33","Fallback-Champion Hammerblow DisturbingPresence"
"4659","672","36","Fallback-Champion Hammerblow Frenzy"
"4660","672","19","Fallback-Champion Hammerblow Regeneration"
"4661","672","63","Fallback-Champion Hammerblow ThickSkull"
"4662","673","44","Champion Ithaca Benoin Loner"
"4663","673","21","Champion Ithaca Benoin Accurate"
"4664","673","29","Champion Ithaca Benoin Dump Off"
"4665","673","45","Champion Ithaca Benoin Nerves of Steel"
"4666","673","47","Champion Ithaca Benoin Pass"
"4667","673","19","Champion Ithaca Benoin Regeneration"
"4668","673","61","Champion Ithaca Benoin Sure Hands"
"4669","674","44","Fallback-Champion Ithaca Benoin Loner"
"4670","674","21","Fallback-Champion Ithaca Benoin Accurate"
"4671","674","29","Fallback-Champion Ithaca Benoin Dump Off"
"4672","674","45","Fallback-Champion Ithaca Benoin Nerves of Steel"
"4673","674","47","Fallback-Champion Ithaca Benoin Pass"
"4674","674","19","Fallback-Champion Ithaca Benoin Regeneration"
"4675","674","61","Fallback-Champion Ithaca Benoin Sure Hands"
"4676","675","44","Champion J Earlice Loner"
"4677","675","6","Champion J Earlice Catch"
"4678","675","28","Champion J Earlice Diving Catch"
"4679","675","7","Champion J Earlice Dodge"
"4680","675","8","Champion J Earlice Sprint"
"4681","676","44","Fallback-Champion J Earlice Loner"
"4682","676","6","Fallback-Champion J Earlice Catch"
"4683","676","28","Fallback-Champion J Earlice Diving Catch"
"4684","676","7","Fallback-Champion J Earlice Dodge"
"4685","676","8","Fallback-Champion J Earlice Sprint"
"4686","677","44","Champion Jordell Loner"
"4687","677","30","Champion Jordell Block"
"4688","677","7","Champion Jordell Dodge"
"4689","677","28","Champion Jordell DivinCatch"
"4690","677","11","Champion Jordell Leap"
"4691","677","56","Champion Jordell SideStep"
"4692","678","44","Fallback-Champion Jordell Loner"
"4693","678","30","Fallback-Champion Jordell Block"
"4694","678","7","Fallback-Champion Jordell Dodge"
"4695","678","28","Fallback-Champion Jordell DivinCatch"
"4696","678","11","Fallback-Champion Jordell Leap"
"4697","678","56","Fallback-Champion Jordell SideStep"
"4698","679","44","Champion Lewdgrip Whiparm Loner"
"4699","679","47","Champion Lewdgrip Whiparm Pass"
"4700","679","58","Champion Lewdgrip Whiparm Strong Arm"
"4701","679","61","Champion Lewdgrip Whiparm Sure Hands"
"4702","679","69","Champion Lewdgrip Whiparm Tentacles"
"4703","680","44","Fallback-Champion Lewdgrip Whiparm Loner"
"4704","680","47","Fallback-Champion Lewdgrip Whiparm Pass"
"4705","680","58","Fallback-Champion Lewdgrip Whiparm Strong Arm"
"4706","680","61","Fallback-Champion Lewdgrip Whiparm Sure Hands"
"4707","680","69","Fallback-Champion Lewdgrip Whiparm Tentacles"
"4708","681","44","Champion  Lottabottol - Loner"
"4709","681","6","Champion  Lottabottol - Catch"
"4710","681","34","Champion  Lottabottol - Diving Tackle"
"4711","681","41","Champion  Lottabottol - Jump Up"
"4712","681","11","Champion  Lottabottol - Leap"
"4713","681","9","Champion  Lottabottol - Pass Block"
"4714","681","55","Champion  Lottabottol - Shadowing"
"4715","681","32","Champion  Lottabottol - Very Long Legs"
"4716","682","44","Fallback-Champion  Lottabottol - Loner"
"4717","682","6","Fallback-Champion  Lottabottol - Catch"
"4718","682","34","Fallback-Champion  Lottabottol - Diving Tackle"
"4719","682","41","Fallback-Champion  Lottabottol - Jump Up"
"4720","682","11","Fallback-Champion  Lottabottol - Leap"
"4721","682","55","Fallback-Champion  Lottabottol - Shadowing"
"4722","682","32","Fallback-Champion  Lottabottol - Very Long Legs"
"4723","682","9","Fallback-Champion  Lottabottol - Pass Block"
"4724","683","44","Champion Borak Loner"
"4725","683","30","Champion Borak Block"
"4726","683","27","Champion Borak DirtyPlayer"
"4727","683","13","Champion Borak MightyBlow"
"4728","684","44","Fallback-Champion Borak Loner"
"4729","684","30","Fallback-Champion Borak Block"
"4730","684","27","Fallback-Champion Borak DirtyPlayer"
"4731","684","13","Fallback-Champion Borak MightyBlow"
"4732","685","44","Champion Max Spleenripper Loner"
"4733","685","25","Champion Max Spleenripper Chainsaw"
"4734","685","54","Champion Max Spleenripper Secret Weapon"
"4735","686","44","Fallback-Champion Max Spleenripper Loner"
"4736","686","25","Fallback-Champion Max Spleenripper Chainsaw"
"4737","686","54","Fallback-Champion Max Spleenripper Secret Weapon"
"4738","687","44","Champion Mighty Zug Loner"
"4739","687","30","Champion Mighty Zug Block"
"4740","687","13","Champion Mighty Zug Mighty Blow"
"4741","688","44","Fallback-Champion Mighty Zug Loner"
"4742","688","30","Fallback-Champion Mighty Zug Block"
"4743","688","13","Fallback-Champion Mighty Zug Mighty Blow"
"4744","689","44","Champion Morg Loner"
"4745","689","30","Champion Morg Block"
"4746","689","13","Champion Morg Mighty Blow"
"4747","689","63","Champion Morg Thick Skull"
"4748","689","64","Champion Morg Throw Team Mate"
"4749","690","44","Fallback-Champion Morg Loner"
"4750","690","30","Fallback-Champion Morg Block"
"4751","690","13","Fallback-Champion Morg Mighty Blow"
"4752","690","63","Fallback-Champion Morg Thick Skull"
"4753","690","64","Fallback-Champion Morg Throw Team Mate"
"4754","691","44","Champion Prince Moranion Loner"
"4755","691","30","Champion Prince Moranion Block"
"4756","691","26","Champion Prince Moranion Dauntless"
"4757","691","57","Champion Prince Moranion Tackle"
"4758","691","68","Champion Prince Moranion Wrestle"
"4759","692","44","Fallback-Champion Prince Moranion Loner"
"4760","692","30","Fallback-Champion Prince Moranion Block"
"4761","692","26","Fallback-Champion Prince Moranion Dauntless"
"4762","692","57","Fallback-Champion Prince Moranion Tackle"
"4763","692","68","Fallback-Champion Prince Moranion Wrestle"
"4764","693","44","Nobbla Blackwart - Loner"
"4765","693","30","Nobbla Blackwart - Block"
"4766","693","7","Nobbla Blackwart - Dodge"
"4767","693","25","Nobbla Blackwart - Chainsaw"
"4768","693","54","Nobbla Blackwart - Secret Weapon"
"4769","693","59","Nobbla Blackwart - Stunty"
"4770","694","44","Fallback-Nobbla Blackwart - Loner"
"4771","694","30","Fallback-Nobbla Blackwart - Block"
"4772","694","7","Fallback-Nobbla Blackwart - Dodge"
"4773","694","25","Fallback-Nobbla Blackwart - Chainsaw"
"4774","694","54","Fallback-Nobbla Blackwart - Secret Weapon"
"4775","694","59","Fallback-Nobbla Blackwart - Stunty"
"4776","695","44","Champion Puggy Baconbreath Loner"
"4777","695","30","Champion Puggy Baconbreath Block"
"4778","695","7","Champion Puggy Baconbreath Dodge"
"4779","695","45","Champion Puggy Baconbreath Nerves of Steel"
"4780","695","52","Champion Puggy Baconbreath Right Stuff"
"4781","695","59","Champion Puggy Baconbreath Stunty"
"4782","696","44","Fallback-Champion Puggy Baconbreath Loner"
"4783","696","30","Fallback-Champion Puggy Baconbreath Block"
"4784","696","7","Fallback-Champion Puggy Baconbreath Dodge"
"4785","696","45","Fallback-Champion Puggy Baconbreath Nerves of Steel"
"4786","696","52","Fallback-Champion Puggy Baconbreath Right Stuff"
"4787","696","59","Fallback-Champion Puggy Baconbreath Stunty"
"4788","697","44","Champion  Quetzal Leap - Loner"
"4789","697","6","Champion  Quetzal Leap - Catch"
"4790","697","28","Champion  Quetzal Leap - Diving Catch"
"4791","697","35","Champion  Quetzal Leap - Fend"
"4792","697","72","Champion  Quetzal Leap - Kick-off Return"
"4793","697","11","Champion  Quetzal Leap - Leap"
"4794","697","45","Champion  Quetzal Leap - Nerves of Steel"
"4795","697","32","Champion  Quetzal Leap - Very Long Legs"
"4796","698","44","Fallback-Champion  Quetzal Leap - Loner"
"4797","698","6","Fallback-Champion  Quetzal Leap - Catch"
"4798","698","28","Fallback-Champion  Quetzal Leap - Diving Catch"
"4799","698","35","Fallback-Champion  Quetzal Leap - Fend"
"4800","698","72","Fallback-Champion  Quetzal Leap - Kick-off Return"
"4801","698","11","Fallback-Champion  Quetzal Leap - Leap"
"4802","698","45","Fallback-Champion  Quetzal Leap - Nerves of Steel"
"4803","698","32","Fallback-Champion  Quetzal Leap - Very Long Legs"
"4804","699","44","Champion Ramtut Loner"
"4805","699","22","Champion Ramtut BreakTackle"
"4806","699","13","Champion Ramtut Mighty Blow"
"4807","699","19","Champion Ramtut Regeneration"
"4808","699","68","Champion Ramtut Wrestle"
"4809","700","44","Fallback-Champion Ramtut Loner"
"4810","700","22","Fallback-Champion Ramtut BreakTackle"
"4811","700","13","Fallback-Champion Ramtut Mighty Blow"
"4812","700","19","Fallback-Champion Ramtut Regeneration"
"4813","700","68","Fallback-Champion Ramtut Wrestle"
"4814","701","44","Rashnack Backstabber - Loner"
"4815","701","7","Rashnack Backstabber - Dodge"
"4816","701","56","Rashnack Backstabber - Side Step"
"4817","701","23","Rashnack Backstabber - Sneaky Git"
"4818","701","77","Rashnack Backstabber - Stab"
"4819","702","44","Fallback-Rashnack Backstabber - Loner"
"4820","702","7","Fallback-Rashnack Backstabber - Dodge"
"4821","702","56","Fallback-Rashnack Backstabber - Side Step"
"4822","702","23","Fallback-Rashnack Backstabber - Sneaky Git"
"4823","702","77","Fallback-Rashnack Backstabber - Stab"
"4824","703","44","Champion Ripper Loner"
"4825","703","13","Champion Ripper MBlow"
"4826","703","37","Champion Ripper Grab"
"4827","703","19","Champion Ripper Regen"
"4828","703","64","Champion Ripper Throwteam"
"4829","704","44","Fallback-Champion Ripper Loner"
"4830","704","13","Fallback-Champion Ripper MBlow"
"4831","704","37","Fallback-Champion Ripper Grab"
"4832","704","19","Fallback-Champion Ripper Regen"
"4833","704","64","Fallback-Champion Ripper Throwteam"
"4834","705","44","Champion Roxanna Darknail Loner"
"4835","705","7","Champion Roxanna Darknail Dodge"
"4836","705","36","Champion Roxanna Darknail Frenzy"
"4837","705","41","Champion Roxanna Darknail Jump Up"
"4838","705","40","Champion Roxanna Darknail Juggernaut"
"4839","705","11","Champion Roxanna Darknail Leap"
"4840","706","44","Fallback-Champion Roxanna Darknail Loner"
"4841","706","7","Fallback-Champion Roxanna Darknail Dodge"
"4842","706","36","Fallback-Champion Roxanna Darknail Frenzy"
"4843","706","41","Fallback-Champion Roxanna Darknail Jump Up"
"4844","706","40","Fallback-Champion Roxanna Darknail Juggernaut"
"4845","706","11","Fallback-Champion Roxanna Darknail Leap"
"4846","707","44","Champion Scrappa Loner"
"4847","707","27","Champion Scrappa DirtyPlayer"
"4848","707","7","Champion Scrappa Dodge"
"4849","707","11","Champion Scrappa Leap"
"4851","707","8","Champion Scrappa Sprint"
"4852","707","59","Champion Scrappa Stunty"
"4853","707","60","Champion Scrappa SureFeet"
"4854","707","32","Champion Scrappa VeryLongLegs"
"4855","708","44","Fallback-Champion Scrappa Loner"
"4856","708","27","Fallback-Champion Scrappa DirtyPlayer"
"4857","708","7","Fallback-Champion Scrappa Dodge"
"4858","708","11","Fallback-Champion Scrappa Leap"
"4860","708","8","Fallback-Champion Scrappa Sprint"
"4861","708","59","Fallback-Champion Scrappa Stunty"
"4862","708","60","Fallback-Champion Scrappa SureFeet"
"4863","708","32","Fallback-Champion Scrappa VeryLongLegs"
"4864","709","44","Champion Nekbrekerekh Loner"
"4865","709","30","Champion Nekbrekerekh Block"
"4866","709","22","Champion Nekbrekerekh BreakTackle"
"4867","709","40","Champion Nekbrekerekh Juggernaut"
"4868","709","19","Champion Nekbrekerekh Regeneration"
"4869","709","1","Champion Nekbrekerekh StripBall"
"4870","710","44","Fallback-Champion Nekbrekerekh Loner"
"4871","710","30","Fallback-Champion Nekbrekerekh Block"
"4872","710","22","Fallback-Champion Nekbrekerekh BreakTackle"
"4873","710","40","Fallback-Champion Nekbrekerekh Juggernaut"
"4874","710","19","Fallback-Champion Nekbrekerekh Regeneration"
"4875","710","1","Fallback-Champion Nekbrekerekh StripBall"
"4876","711","44","Sinnedbad - Loner"
"4877","711","30","Sinnedbad - Block"
"4878","711","41","Sinnedbad - Jump Up"
"4879","711","9","Sinnedbad - Pass Block"
"4880","711","19","Sinnedbad - Regeneration"
"4881","711","54","Sinnedbad - Secret Weapon"
"4882","711","56","Sinnedbad - Side Step"
"4883","711","77","Sinnedbad - Stab"
"4884","712","44","Fallback-Sinnedbad - Loner"
"4885","712","30","Fallback-Sinnedbad - Block"
"4886","712","41","Fallback-Sinnedbad - Jump Up"
"4887","712","9","Fallback-Sinnedbad - Pass Block"
"4888","712","19","Fallback-Sinnedbad - Regeneration"
"4889","712","54","Fallback-Sinnedbad - Secret Weapon"
"4890","712","56","Fallback-Sinnedbad - Side Step"
"4891","712","77","Fallback-Sinnedbad - Stab"
"4892","713","44","Champion Skitter Stab-Stab Loner"
"4893","713","7","Champion Skitter Stab-Stab Dodge"
"4894","713","49","Champion Skitter Stab-Stab Prehensile Tail"
"4895","713","55","Champion Skitter Stab-Stab Shadowing"
"4896","713","77","Champion Skitter Stab-Stab Stab"
"4897","714","44","Fallback-Champion Skitter Stab-Stab Loner"
"4898","714","7","Fallback-Champion Skitter Stab-Stab Dodge"
"4899","714","49","Fallback-Champion Skitter Stab-Stab Prehensile Tail"
"4900","714","55","Fallback-Champion Skitter Stab-Stab Shadowing"
"4901","714","77","Fallback-Champion Skitter Stab-Stab Stab"
"4902","715","44","Champion Slibli Loner"
"4903","715","30","Champion Slibli Block"
"4904","715","37","Champion Slibli Grab"
"4905","715","38","Champion Slibli Guard"
"4906","715","17","Champion Slibli StandFirm"
"4907","716","44","Fallback-Champion Slibli Loner"
"4908","716","30","Fallback-Champion Slibli Block"
"4909","716","37","Fallback-Champion Slibli Grab"
"4910","716","38","Fallback-Champion Slibli Guard"
"4911","716","17","Fallback-Champion Slibli StandFirm"
"4912","717","44","Champion Soaren Hightower Loner"
"4913","717","35","Champion Soaren Hightower Fend"
"4914","717","47","Champion Soaren Hightower Pass"
"4915","717","53","Champion Soaren Hightower Safe Throw"
"4916","717","61","Champion Soaren Hightower Sure Hands"
"4917","717","58","Champion Soaren Hightower Strong Arm"
"4918","717","72","Champion Soaren Hightower Kick-off Return"
"4919","718","44","Fallback-Champion Soaren Hightower Loner"
"4920","718","35","Fallback-Champion Soaren Hightower Fend"
"4921","718","47","Fallback-Champion Soaren Hightower Pass"
"4922","718","53","Fallback-Champion Soaren Hightower Safe Throw"
"4923","718","61","Fallback-Champion Soaren Hightower Sure Hands"
"4924","718","58","Fallback-Champion Soaren Hightower Strong Arm"
"4925","718","72","Fallback-Champion Soaren Hightower Kick-off Return"
"4926","719","44","Champion Ugroth Bolgrot Loner"
"4927","719","25","Champion Ugroth Bolgrot Chainsaw"
"4928","719","54","Champion Ugroth Bolgrot Secret Weapon"
"4929","720","44","Fallback-Champion Ugroth Bolgrot Loner"
"4930","720","25","Fallback-Champion Ugroth Bolgrot Chainsaw"
"4931","720","54","Fallback-Champion Ugroth Bolgrot Secret Weapon"
"4932","721","44","Champion Varag Loner"
"4933","721","30","Champion Varag Block"
"4934","721","13","Champion Varag MBlow"
"4935","721","63","Champion Varag TSkull"
"4936","721","41","Champion Varag JumpUp"
"4937","722","44","Fallback-Champion Varag Loner"
"4938","722","30","Fallback-Champion Varag Block"
"4939","722","13","Fallback-Champion Varag MBlow"
"4940","722","63","Fallback-Champion Varag TSkull"
"4941","722","41","Fallback-Champion Varag JumpUp"
"4942","723","44","Champion Willow Rosebark - Loner"
"4943","723","26","Champion Willow Rosebark - Dauntless"
"4944","723","56","Champion Willow Rosebark - Side Step"
"4945","723","63","Champion Willow Rosebark - Thick Skull"
"4946","724","44","Fallback-Champion Willow Rosebark - Loner"
"4947","724","26","Fallback-Champion Willow Rosebark - Dauntless"
"4948","724","56","Fallback-Champion Willow Rosebark - Side Step"
"4949","724","63","Fallback-Champion Willow Rosebark - Thick Skull"
"4950","725","44","Champion Wilhelm Chaney - Loner"
"4951","725","6","Champion Wilhelm Chaney - Catch"
"4952","725","75","Champion Wilhelm Chaney - Claws"
"4953","725","36","Champion Wilhelm Chaney - Frenzy"
"4954","725","19","Champion Wilhelm Chaney - Regeneration"
"4955","725","68","Champion Wilhelm Chaney - Wrestle"
"4956","726","44","Fallback-Champion Wilhelm Chaney - Loner"
"4957","726","6","Fallback-Champion Wilhelm Chaney - Catch"
"4958","726","75","Fallback-Champion Wilhelm Chaney - Claws"
"4959","726","36","Fallback-Champion Wilhelm Chaney - Frenzy"
"4960","726","19","Fallback-Champion Wilhelm Chaney - Regeneration"
"4961","726","68","Fallback-Champion Wilhelm Chaney - Wrestle"
"4962","727","44","Champions Zara Loner"
"4963","727","30","Champions Zara Block"
"4964","727","26","Champions Zara Dauntless"
"4965","727","7","Champions Zara Dodge"
"4966","727","41","Champions Zara JumpUp"
"4967","727","77","Champions Zara Stab"
"4968","727","79","Champions Zara Stakes"
"4969","728","44","Fallback-Champions Zara Loner"
"4970","728","30","Fallback-Champions Zara Block"
"4971","728","26","Fallback-Champions Zara Dauntless"
"4972","728","7","Fallback-Champions Zara Dodge"
"4973","728","41","Fallback-Champions Zara JumpUp"
"4974","728","77","Fallback-Champions Zara Stab"
"4975","728","79","Fallback-Champions Zara Stakes"
"4976","729","44","Champion Zzharg Madeye Loner"
"4977","729","39","Champion Zzharg Madeye Hail Mary Pass"
"4978","729","47","Champion Zzharg Madeye Pass"
"4979","729","54","Champion Zzharg Madeye Secret Weapon"
"4980","729","58","Champion Zzharg Madeye Strong Arm"
"4981","729","61","Champion Zzharg Madeye Sure Hands"
"4982","729","57","Champion Zzharg Madeye Tackle"
"4983","729","63","Champion Zzharg Madeye Thick Skull"
"4984","730","44","Fallback-Champion Zzharg Madeye Loner"
"4985","730","39","Fallback-Champion Zzharg Madeye Hail Mary Pass"
"4986","730","47","Fallback-Champion Zzharg Madeye Pass"
"4987","730","54","Fallback-Champion Zzharg Madeye Secret Weapon"
"4988","730","58","Fallback-Champion Zzharg Madeye Strong Arm"
"4989","730","61","Fallback-Champion Zzharg Madeye Sure Hands"
"4990","730","57","Fallback-Champion Zzharg Madeye Tackle"
"4991","730","63","Fallback-Champion Zzharg Madeye Thick Skull"
"4992","324","30","High Elf Blitzer Block"
"4993","325","47","High Elf Thrower Pass"
"4994","325","53","High Elf Thrower Safe Throw"
"4995","326","6","High Elf Catcher Catch"
"4996","328","84","Vampire Vampire Blood Lust"
"4997","328","78","Vampire Vampire Hypnotic Gaze"
"4998","328","19","Vampire Vampire Regeneration"
"4999","330","30","Chaos Dwarf Blocker Block"
"5000","330","57","Chaos Dwarf Blocker Tackle"
"5001","330","63","Chaos Dwarf Blocker Thick Skull"
"5002","331","8","Chaos Dwarf Bull Centaur Sprint"
"5003","331","60","Chaos Dwarf Bull Centaur Sure Feet"
"5004","331","63","Chaos Dwarf Bull Centaur Thick Skull"
"5005","332","44","Chaos Dwarf Minotaur Loner"
"5006","332","36","Chaos Dwarf Minotaur Frenzy"
"5007","332","15","Chaos Dwarf Minotaur Horns"
"5008","332","13","Chaos Dwarf Minotaur Mighty Blow"
"5009","332","63","Chaos Dwarf Minotaur Thick Skull"
"5010","332","67","Chaos Dwarf Minotaur Wild Animal"
"5011","333","35","Bretonnia Lineman Fend"
"5012","334","68","Bretonnia Blocker Wrestle"
"5013","335","30","Bretonnia Blitzer Block"
"5014","335","6","Bretonnia Blitzer Catch"
"5015","335","26","Bretonnia Blitzer Dauntless"
"5016","336","15","Chaos Beastman Horns"
"5017","338","63","Chaos Minotaur Thick Skull"
"5018","338","13","Chaos Minotaur Mighty Blow"
"5019","338","15","Chaos Minotaur Horns"
"5020","338","36","Chaos Minotaur Frenzy"
"5021","338","44","Chaos Minotaur Loner"
"5022","338","67","Chaos Minotaur Wild Animal"
"5023","340","47","Skaven Thrower Pass"
"5024","340","61","Skaven Thrower Sure Hands"
"5025","341","7","Skaven Gutter Runner Dodge"
"5026","342","30","Skaven Blitzer Block"
"5027","343","36","Skaven Rat Ogre Frenzy"
"5028","343","13","Skaven Rat Ogre Mighty Blow"
"5029","343","44","Skaven Rat Ogre Loner"
"5030","343","49","Skaven Rat Ogre Prehensive Tail"
"5031","343","67","Skaven Rat Ogre Wild Animal"
"5032","344","30","Elf Noir Blitzer"
"5033","346","55","Elf Noir Assasins"
"5034","346","77","Elf Noir Assassin"
"5035","347","29","Elf Noir Runner"
"5036","348","36","Elf Noir Furie"
"5037","348","7","Elf Noir Furie"
"5038","348","41","Elf Noir Furie"
"5063","732","52","Underworld Goblin Right Stuff"
"5064","732","7","Underworld Goblin Dodge"
"5065","732","59","Underworld Goblin Stunty"
"5066","733","86","Underworld Skaven Lineman Animosity"
"5067","734","86","Underworld Skaven Thrower Animosity"
"5068","734","47","Underworld Skaven Thrower Pass"
"5069","734","61","Underworld Skaven Thrower Sure Hands"
"5070","735","86","Underworld Skaven Blitzer Animosity"
"5071","735","30","Underworld Skaven Blitzer Block"
"5072","736","44","Underworld Warpstone Troll Loner"
"5073","736","18","Underworld Warpstone Troll Always Hungry"
"5074","736","13","Underworld Warpstone Troll Mighty Blow"
"5075","736","51","Underworld Warpstone Troll Really Stupid"
"5076","736","19","Underworld Warpstone Troll Regeneration"
"5077","736","64","Underworld Warpstone Troll Throw Team-Mate"
"5078","355","15","Chaos Beastman Horns"
"5079","357","63","Chaos Minotaur Thick Skull"
"5080","357","13","Chaos Minotaur Mighty Blow"
"5081","357","15","Chaos Minotaur Horns"
"5082","357","36","Chaos Minotaur Frenzy"
"5083","357","44","Chaos Minotaur Loner"
"5084","357","67","Chaos Minotaur Wild Animal"
"5085","358","81","Nurgle Rotter Decay"
"5086","358","82","Nurgle Rotter Nurgle's Rot"
